SAR_1_PREDICTION,SAR_0_PREDICTION,SAR_PREDICTION,THRESHOLD,POSITIVE_CLASS,EXPLANATION_1_FEATURE_NAME,EXPLANATION_1_STRENGTH,EXPLANATION_1_ACTUAL_VALUE,EXPLANATION_1_QUALITATIVE_STRENGTH,EXPLANATION_2_FEATURE_NAME,EXPLANATION_2_STRENGTH,EXPLANATION_2_ACTUAL_VALUE,EXPLANATION_2_QUALITATIVE_STRENGTH,EXPLANATION_3_FEATURE_NAME,EXPLANATION_3_STRENGTH,EXPLANATION_3_ACTUAL_VALUE,EXPLANATION_3_QUALITATIVE_STRENGTH,EXPLANATION_4_FEATURE_NAME,EXPLANATION_4_STRENGTH,EXPLANATION_4_ACTUAL_VALUE,EXPLANATION_4_QUALITATIVE_STRENGTH,EXPLANATION_5_FEATURE_NAME,EXPLANATION_5_STRENGTH,EXPLANATION_5_ACTUAL_VALUE,EXPLANATION_5_QUALITATIVE_STRENGTH,EXPLANATION_6_FEATURE_NAME,EXPLANATION_6_STRENGTH,EXPLANATION_6_ACTUAL_VALUE,EXPLANATION_6_QUALITATIVE_STRENGTH,EXPLANATION_7_FEATURE_NAME,EXPLANATION_7_STRENGTH,EXPLANATION_7_ACTUAL_VALUE,EXPLANATION_7_QUALITATIVE_STRENGTH,EXPLANATION_8_FEATURE_NAME,EXPLANATION_8_STRENGTH,EXPLANATION_8_ACTUAL_VALUE,EXPLANATION_8_QUALITATIVE_STRENGTH,EXPLANATION_9_FEATURE_NAME,EXPLANATION_9_STRENGTH,EXPLANATION_9_ACTUAL_VALUE,EXPLANATION_9_QUALITATIVE_STRENGTH,EXPLANATION_10_FEATURE_NAME,EXPLANATION_10_STRENGTH,EXPLANATION_10_ACTUAL_VALUE,EXPLANATION_10_QUALITATIVE_STRENGTH,DEPLOYMENT_APPROVAL_STATUS,ALERT,kycRiskScore,income,tenureMonths,creditScore,state,nbrPurchases90d,avgTxnSize90d,totalSpend90d,csrNotes,nbrDistinctMerch90d,nbrMerchCredits90d,nbrMerchCreditsRndDollarAmt90d,totalMerchCred90d,nbrMerchCreditsWoOffsettingPurch,nbrPayments90d,totalPaymentAmt90d,overpaymentAmt90d,overpaymentInd90d,nbrCustReqRefunds90d,indCustReqRefund90d,totalRefundsToCust90d,nbrPaymentsCashLike90d,maxRevolveLine,indOwnsHome,nbrInquiries1y,nbrCollections3y,nbrWebLogins90d,nbrPointRed90d,PEP,association_id
0.0001,0.9999,0,0.1,1,totalSpend90d,1.749417268,4363.5,+++,overpaymentAmt90d,-1.422404132,0,---,totalMerchCred90d,-0.975237321,283.52,--,totalPaymentAmt90d,-0.888039047,218.18,--,nbrCustReqRefunds90d,-0.718350514,1,--,avgTxnSize90d,-0.311171219,29.09,-,creditScore,-0.207254757,705,-,tenureMonths,-0.109881233,1,-,maxRevolveLine,0,15000,<-,csrNotes,0,nan,<-,APPROVED,1,2,129100,1,705,CT,150,29.09,4363.5, ,78,10,3,283.52,3,6,218.18,0,0,1,1,43.27,6,15000,0,1,0,8,0,0,794
0.662708662,0.337291339,1,0.1,1,overpaymentAmt90d,3.819526104,3486.31,+++,totalPaymentAmt90d,0.536418499,8342.7,++,csrNotes,0.510981056,password change password change transfer overseas atm,++,income,0.270017685,55700,+,nbrCustReqRefunds90d,0.217132575,1,+,totalSpend90d,0.153010221,4856.39,+,tenureMonths,0.096340101,4,+,creditScore,0.095551568,745,+,totalMerchCred90d,0.090651723,286.77,+,avgTxnSize90d,0.088140444,285.67,+,APPROVED,1,0,55700,4,745,NY,17,285.67,4856.39,password change password change transfer overseas atm,8,1,0,286.77,1,4,8342.7,3486.31,1,1,1,3525.07,4,12000,1,2,0,11,1,0,795
0,1,0,0.1,1,totalPaymentAmt90d,-3.013153226,1316.48,---,overpaymentAmt90d,-2.817505023,0,---,totalSpend90d,-2.387159897,1316.48,---,totalMerchCred90d,-1.749808751,60.37,--,nbrCustReqRefunds90d,-1.255429309,1,--,avgTxnSize90d,-0.645912485,59.84,--,maxRevolveLine,0,17000,<+,creditScore,0,735,<+,tenureMonths,0,4,<+,income,0,32900,<+,APPROVED,1,1,32900,4,735,MA,22,59.84,1316.48,transfer statement password change,9,1,0,60.37,0,5,1316.48,0,0,1,1,57,0,17000,1,7,0,5,1,0,796
0.000324242,0.999675758,0,0.1,1,totalPaymentAmt90d,3.577251609,3665.2,+++,totalSpend90d,-3.256204557,3665.2,---,totalMerchCred90d,-1.183456114,99.79,--,overpaymentAmt90d,-1.124043281,0,--,nbrCustReqRefunds90d,-0.645420425,1,--,avgTxnSize90d,-0.346678759,53.9,-,creditScore,0.305375277,791,+,income,-0.060067023,108100,-,tenureMonths,-0.022881873,30,-,,,,,APPROVED,1,1,108100,30,791,NY,68,53.9,3665.2,statement password change password change,31,2,1,99.79,0,3,3665.2,0,0,1,1,103.44,0,9000,0,3,0,10,1,0,797
0.170266574,0.829733426,1,0.1,1,nbrCustReqRefunds90d,3.869475428,2,+++,income,0.243200755,20400,++,creditScore,0.241900752,756,++,overpaymentAmt90d,-0.147972136,14.76,-,avgTxnSize90d,-0.132013937,11.31,-,csrNotes,0.064356745,billing address billing address password change,+,tenureMonths,-0.05334669,6,-,maxRevolveLine,-0.032547902,10000,-,totalPaymentAmt90d,0.025522516,60,+,totalSpend90d,-0.023353388,45.24,-,APPROVED,1,2,20400,6,756,MA,4,11.31,45.24,billing address billing address password change,3,0,0,0,0,3,60,14.76,1,2,1,38.45,0,10000,1,1,0,6,1,0,798
0.296551663,0.703448337,1,0.1,1,overpaymentAmt90d,0.424103144,2481.95,+++,totalSpend90d,0.117471621,78.92,++,avgTxnSize90d,-0.073800555,39.46,--,maxRevolveLine,-0.069994794,8000,--,totalPaymentAmt90d,0.063994757,2560.87,++,tenureMonths,-0.054332174,49,--,state,-0.045724982,RI,-,income,0.036266768,20700,+,csrNotes,0.025895012,"statement card replace transfer lost cardrefund requested. supply additional details, call back",+,creditScore,-0.02114768,800,-,APPROVED,1,0,20700,49,800,RI,2,39.46,78.92,"statement card replace transfer lost cardrefund requested. supply additional details, call back",1,0,0,0,0,3,2560.87,2481.95,1,2,1,2594.63,3,8000,0,1,0,4,0,0,799
0.010764688,0.989235313,0,0.1,1,totalMerchCred90d,-1.212157924,934.22,---,totalSpend90d,-1.047694077,8396.82,---,overpaymentAmt90d,-0.489600357,0,--,nbrCustReqRefunds90d,-0.306537629,1,--,csrNotes,0.280327083,card replace   plastic replace atm denied,++,income,0.157751359,34700,+,avgTxnSize90d,-0.092571881,466.49,-,totalPaymentAmt90d,-0.065266065,8396.82,-,tenureMonths,-0.030509393,22,-,maxRevolveLine,-0.015738413,13000,-,APPROVED,1,1,34700,22,668,NJ,18,466.49,8396.82,card replace   plastic replace atm denied,7,2,0,934.22,1,2,8396.82,0,0,1,1,43.97,2,13000,1,2,0,12,0,0,800
0.205808156,0.794191844,1,0.1,1,nbrCustReqRefunds90d,6.070678106,2,+++,tenureMonths,0.384103231,59,++,avgTxnSize90d,-0.199013354,13.39,-,maxRevolveLine,0.147859178,14000,+,csrNotes,0.064835378,nan,+,totalMerchCred90d,-0.061793029,13.27,-,creditScore,0.024424726,692,+,overpaymentAmt90d,-0.018968122,6.44,-,income,0.008701158,16400,+,totalPaymentAmt90d,-0.008164231,60,-,APPROVED,1,1,16400,59,692,PA,4,13.39,53.56, ,1,1,0,13.27,0,2,60,6.44,1,2,1,50.94,0,14000,1,4,0,5,0,0,801
0.001566667,0.998433333,0,0.1,1,totalSpend90d,-1.039402853,0,--,totalPaymentAmt90d,-0.906816713,60,--,tenureMonths,0.899503759,82,++,totalMerchCred90d,-0.790075347,0,--,income,0.675460491,1000,++,nbrCustReqRefunds90d,-0.581835218,1,--,avgTxnSize90d,-0.402427183,352.94,--,csrNotes,-0.239065619,change request   password change,-,overpaymentAmt90d,0.236699838,60,+,creditScore,0.131957552,763,+,APPROVED,1,2,1000,82,763,PA,0,352.94,0,change request   password change,0,0,0,0,0,5,60,60,1,1,1,60,0,11000,1,2,0,9,0,0,802
0,1,0,0.1,1,totalSpend90d,-2.925479384,2431,---,overpaymentAmt90d,-2.83507985,0,---,totalPaymentAmt90d,-2.714538179,121.55,---,totalMerchCred90d,-1.331248708,399.36,--,nbrCustReqRefunds90d,-1.197711297,1,--,avgTxnSize90d,-0.460526919,97.24,-,maxRevolveLine,0,10000,<+,creditScore,0,673,<+,tenureMonths,0,0,<+,income,0,71000,<+,APPROVED,1,1,71000,0,673,MA,25,97.24,2431,  transfer plastic replace,11,4,0,399.36,1,4,121.55,0,0,1,1,39.54,4,10000,1,3,0,7,0,0,803
0.0002,0.9998,0,0.1,1,totalPaymentAmt90d,2.265606781,117.33,+++,overpaymentAmt90d,-1.012068445,0,--,totalSpend90d,-0.868544293,117.33,--,totalMerchCred90d,-0.770354031,0,--,nbrCustReqRefunds90d,-0.738542928,1,--,maxRevolveLine,0,12000,<-,creditScore,0,751,<-,csrNotes,0,plastic replace plastic replace customer call statement,<-,avgTxnSize90d,0,117.33,<-,tenureMonths,0,21,<-,APPROVED,1,1,19800,21,751,NJ,1,117.33,117.33,plastic replace plastic replace customer call statement,0,0,0,0,0,4,117.33,0,0,1,1,59.78,0,12000,1,2,0,7,2,0,804
0.124925141,0.875074859,1,0.1,1,nbrCustReqRefunds90d,5.982573133,2,+++,avgTxnSize90d,-0.260657253,12.75,-,totalMerchCred90d,-0.177407816,0,-,income,-0.157703379,77500,-,creditScore,-0.054095992,749,-,tenureMonths,-0.050097473,1,-,state,-0.025699329,RI,-,csrNotes,-0.012605576,plastic replace late payment change request,-,maxRevolveLine,-0.006932241,6000,-,totalSpend90d,-0.005687197,25.5,<-,APPROVED,1,1,77500,1,749,RI,2,12.75,25.5,plastic replace late payment change request,0,0,0,0,0,4,60,34.5,1,2,1,138.38,0,6000,1,1,0,11,3,0,805
0,1,0,0.1,1,totalPaymentAmt90d,-3.165453138,60,---,totalSpend90d,-2.438578973,112,---,overpaymentAmt90d,-2.071115768,0,--,totalMerchCred90d,-1.351453545,11.41,--,nbrCustReqRefunds90d,-1.254452206,1,--,income,-0.081597152,49000,-,maxRevolveLine,0,8000,<+,creditScore,0,679,<+,avgTxnSize90d,0,11.2,<+,tenureMonths,0,33,<+,APPROVED,1,1,49000,33,679,MA,10,11.2,112, ,3,1,0,11.41,0,4,60,0,0,1,1,33.59,0,8000,1,0,0,8,1,0,806
0,1,0,0.1,1,totalPaymentAmt90d,-3.07251359,554.07,---,overpaymentAmt90d,-1.816882331,0,--,totalSpend90d,-1.790126582,554.07,--,totalMerchCred90d,-1.787070212,84.76,--,nbrCustReqRefunds90d,-1.24209777,1,--,avgTxnSize90d,-0.645912485,16.79,--,maxRevolveLine,0,14000,<+,creditScore,0,727,<+,tenureMonths,0,22,<+,income,0,61200,<+,APPROVED,1,2,61200,22,727,NY,33,16.79,554.07,transfer change request customer call,16,5,1,84.76,2,3,554.07,0,0,1,1,41.83,0,14000,1,4,0,9,0,0,807
0,1,0,0.1,1,totalPaymentAmt90d,-3.13569787,60,---,totalSpend90d,-2.770506091,119.24,---,overpaymentAmt90d,-1.942215878,0,--,totalMerchCred90d,-1.313533184,0,--,nbrCustReqRefunds90d,-1.242388808,1,--,avgTxnSize90d,-0.430513867,29.81,-,income,-0.081597152,25900,-,maxRevolveLine,0,10000,<+,creditScore,0,736,<+,tenureMonths,0,77,<+,APPROVED,1,0,25900,77,736,CT,4,29.81,119.24, ,1,0,0,0,0,6,60,0,0,1,1,19.29,0,10000,0,4,0,8,1,0,808
0.392587948,0.607412053,1,0.1,1,totalMerchCred90d,0.448958818,1699.17,+++,nbrCustReqRefunds90d,-0.387007366,4,---,overpaymentAmt90d,-0.35200723,12742.55,--,totalSpend90d,0.322270373,32243.76,++,avgTxnSize90d,0.168687468,565.68,++,tenureMonths,-0.064052492,8,-,totalPaymentAmt90d,-0.056680026,44986.31,-,state,-0.025932017,ME,-,creditScore,0.014727338,706,+,maxRevolveLine,0.011434409,14000,+,APPROVED,1,2,61400,8,706,ME,57,565.68,32243.76, ,32,3,0,1699.17,1,2,44986.31,12742.55,1,4,1,12807.64,2,14000,1,4,1,4,1,0,809
0.236512652,0.763487348,1,0.1,1,nbrCustReqRefunds90d,11.38476107,3,+++,overpaymentAmt90d,0.583055802,60,+,avgTxnSize90d,-0.287641127,0,-,tenureMonths,-0.231623862,10,-,creditScore,-0.199319132,690,-,totalSpend90d,0.158837686,0,+,csrNotes,-0.146473641,nan,-,state,-0.138149626,NY,-,maxRevolveLine,-0.067438229,13000,-,income,-0.051377209,25500,-,APPROVED,1,2,25500,10,690,NY,3,0,0, ,3,0,0,0,0,3,60,60,1,3,1,60,0,13000,1,1,0,4,1,0,810
0.0028,0.9972,0,0.1,1,overpaymentAmt90d,2.19770415,4.7,+++,totalPaymentAmt90d,-0.847491428,60,--,totalMerchCred90d,-0.5405499,0,--,nbrCustReqRefunds90d,-0.454786785,1,--,totalSpend90d,-0.330954582,55.3,--,creditScore,-0.023163514,691,-,maxRevolveLine,-0.011708054,6000,-,avgTxnSize90d,-0.006600425,7.9,-,income,-0.000541951,20100,<-,,,,,APPROVED,1,1,20100,28,691,NY,7,7.9,55.3,customer call billing address password change,5,0,0,0,0,3,60,4.7,1,1,1,78.11,0,6000,0,3,1,9,2,0,811
0.0001,0.9999,0,0.1,1,totalSpend90d,1.771690588,4245.08,+++,overpaymentAmt90d,-1.445217014,0,---,totalMerchCred90d,-0.88453434,149.54,--,nbrCustReqRefunds90d,-0.787940977,1,--,totalPaymentAmt90d,-0.688214959,212.25,--,creditScore,-0.207254757,715,-,avgTxnSize90d,-0.171343329,151.61,-,maxRevolveLine,0,10000,<-,csrNotes,0,customer call customer call change request,<-,tenureMonths,0,31,<-,APPROVED,1,0,39900,31,715,MA,28,151.61,4245.08,customer call customer call change request,11,1,0,149.54,0,3,212.25,0,0,1,1,39.85,0,10000,0,4,0,13,1,0,812
0.000677922,0.999322078,0,0.1,1,overpaymentAmt90d,-1.013668847,0,---,totalSpend90d,0.79539607,5268.81,++,nbrCustReqRefunds90d,-0.624909975,1,--,totalMerchCred90d,-0.603694912,616.66,--,totalPaymentAmt90d,0.459575496,263.44,++,creditScore,0.459507265,669,++,avgTxnSize90d,-0.135757012,309.93,-,maxRevolveLine,0.111785358,15000,+,tenureMonths,-0.013769408,32,-,csrNotes,0,nan,<+,APPROVED,1,2,55000,32,669,MA,17,309.93,5268.81, ,8,2,0,616.66,1,7,263.44,0,0,1,1,16.91,7,15000,1,4,1,8,1,0,813
0,1,0,0.1,1,totalPaymentAmt90d,-3.139470074,80.88,---,overpaymentAmt90d,-2.457828314,0,---,totalSpend90d,-2.359296944,80.88,---,totalMerchCred90d,-1.313754504,15,--,nbrCustReqRefunds90d,-1.150204588,1,--,maxRevolveLine,0,9000,<+,creditScore,0,716,<+,avgTxnSize90d,0,13.48,<+,tenureMonths,0,7,<+,income,0,24200,<+,APPROVED,1,1,24200,7,716,RI,6,13.48,80.88, ,6,1,1,15,1,5,80.88,0,0,1,1,32.07,0,9000,1,1,0,7,4,0,814
0.000760743,0.999239257,0,0.1,1,overpaymentAmt90d,4.018519132,57.49,+++,totalPaymentAmt90d,-1.190710959,882.79,--,avgTxnSize90d,0.966576435,91.7,++,totalSpend90d,-0.909428207,825.3,--,totalMerchCred90d,-0.781935023,90.78,--,nbrCustReqRefunds90d,-0.623223175,1,--,maxRevolveLine,-0.353584829,14000,-,creditScore,0.186965463,694,+,income,0.064208869,35100,+,csrNotes,-0.056588271,nan,-,APPROVED,1,3,35100,9,694,NY,9,91.7,825.3, ,5,1,0,90.78,1,2,882.79,57.49,1,1,1,130.95,0,14000,1,2,0,6,2,0,815
0,1,0,0.1,1,totalPaymentAmt90d,-3.027427669,1253.28,---,overpaymentAmt90d,-2.513793374,0,---,totalMerchCred90d,-1.773561404,141.8,--,totalSpend90d,-1.744889042,1253.28,--,nbrCustReqRefunds90d,-1.198036222,1,--,avgTxnSize90d,-0.645912485,22.38,--,maxRevolveLine,0,15000,<+,creditScore,0,707,<+,tenureMonths,0,12,<+,income,0,49100,<+,APPROVED,1,2,49100,12,707,MA,56,22.38,1253.28,plastic replace customer call password change,30,7,2,141.8,2,3,1253.28,0,0,1,1,23.81,2,15000,0,3,0,10,0,0,816
0,1,0,0.1,1,totalSpend90d,-9.154524888,4843.52,---,totalPaymentAmt90d,-4.818486938,4843.52,--,avgTxnSize90d,-2.904637139,220.16,--,overpaymentAmt90d,-2.873446648,0,--,totalMerchCred90d,-1.796256321,668.58,--,income,-1.631338827,59100,--,creditScore,-1.381580757,707,--,nbrCustReqRefunds90d,-1.262435751,1,-,tenureMonths,-0.594928734,26,-,maxRevolveLine,0,18000,<+,APPROVED,1,2,59100,26,707,PA,22,220.16,4843.52, ,10,3,1,668.58,3,3,4843.52,0,0,1,1,24.45,3,18000,0,2,0,13,1,0,817
0.464733723,0.535266277,1,0.1,1,totalMerchCred90d,1.526548353,1367.9,+++,avgTxnSize90d,0.104972594,448.07,+,totalSpend90d,0.093722613,34949.46,+,creditScore,-0.091638818,728,-,tenureMonths,-0.089680598,28,-,csrNotes,0.083015328,late payment change request card replace bitcoin,+,totalPaymentAmt90d,-0.038895665,34949.46,-,state,0.030599054,CT,+,maxRevolveLine,-0.02638157,15000,-,nbrCustReqRefunds90d,0.025984806,1,+,APPROVED,1,1,54800,28,728,CT,78,448.07,34949.46,late payment change request card replace bitcoin,44,3,1,1367.9,1,3,34949.46,0,0,1,1,41.91,3,15000,1,4,1,7,4,0,818
0,1,0,0.1,1,totalPaymentAmt90d,-3.124216339,220.26,---,overpaymentAmt90d,-2.706573274,0,---,totalSpend90d,-2.587005932,220.26,---,totalMerchCred90d,-1.791911815,0,--,nbrCustReqRefunds90d,-1.30383847,1,--,avgTxnSize90d,-0.549271527,220.26,-,maxRevolveLine,0,16000,<+,creditScore,0,673,<+,tenureMonths,0,63,<+,income,0,24300,<+,APPROVED,1,0,24300,63,673,MA,1,220.26,220.26, ,1,0,0,0,0,5,220.26,0,0,1,1,50.82,0,16000,1,0,0,8,0,0,819
0,1,0,0.1,1,totalPaymentAmt90d,-2.877511679,2333.39,---,overpaymentAmt90d,-2.799071875,0,---,totalSpend90d,-1.881344746,2333.39,--,totalMerchCred90d,-1.771575603,0,--,nbrCustReqRefunds90d,-1.235449926,1,--,avgTxnSize90d,-0.645912485,122.81,--,maxRevolveLine,0,14000,<+,creditScore,0,708,<+,tenureMonths,0,10,<+,income,0,53700,<+,APPROVED,1,1,53700,10,708,MA,19,122.81,2333.39,transfer late payment transfer statement,8,0,0,0,0,4,2333.39,0,0,1,1,58.78,0,14000,0,3,0,4,2,0,820
0,1,0,0.1,1,totalSpend90d,-9.090963773,4235.72,---,totalMerchCred90d,-5.851523534,409.44,--,totalPaymentAmt90d,-4.803005039,4235.72,--,income,-3.061834309,60900,--,overpaymentAmt90d,-2.879375938,0,--,avgTxnSize90d,-2.208268354,62.29,--,creditScore,-1.381580757,726,-,nbrCustReqRefunds90d,-1.247455104,1,-,tenureMonths,-0.521148834,50,-,maxRevolveLine,0,15000,<+,APPROVED,1,1,60900,50,726,PA,68,62.29,4235.72, ,33,6,2,409.44,3,5,4235.72,0,0,1,1,47.69,5,15000,0,5,0,6,1,0,821
0.181324759,0.818675241,1,0.1,1,nbrCustReqRefunds90d,-1.02426662,2,---,overpaymentAmt90d,0.588912048,2678.26,+++,totalSpend90d,-0.281963206,11898,--,tenureMonths,-0.193069623,1,--,totalPaymentAmt90d,-0.172477408,14576.26,--,avgTxnSize90d,0.119506809,264.4,+,totalMerchCred90d,-0.08227362,544.37,-,income,0.074320338,40400,+,creditScore,0.038331412,777,+,maxRevolveLine,0.015111775,8000,+,APPROVED,1,1,40400,1,777,MA,45,264.4,11898,customer call customer call card replace cash,17,2,1,544.37,1,3,14576.26,2678.26,1,2,1,2719.57,3,8000,1,5,0,3,0,0,822
0.141377678,0.858622322,1,0.1,1,nbrCustReqRefunds90d,5.854008398,2,+++,avgTxnSize90d,-0.491915548,0,--,overpaymentAmt90d,-0.395539921,60,--,income,-0.166860281,71500,-,totalMerchCred90d,-0.135976967,0,-,csrNotes,-0.122137602,nan,-,tenureMonths,-0.087266755,21,-,totalSpend90d,-0.080900931,0,-,maxRevolveLine,0.06391546,14000,+,creditScore,-0.03248958,691,-,APPROVED,1,0,71500,21,691,NY,50,0,0, ,22,6,0,0,2,4,60,60,1,2,1,60,0,14000,1,1,0,7,0,0,823
0.174877908,0.825122092,1,0.1,1,overpaymentAmt90d,2.077290317,1581.11,+++,tenureMonths,-0.195523116,4,--,income,-0.113601733,7800,-,creditScore,-0.08170465,714,-,totalPaymentAmt90d,0.081186782,2748.51,+,state,0.064782408,RI,+,nbrCustReqRefunds90d,-0.041339083,1,-,maxRevolveLine,-0.02460605,19000,-,csrNotes,0.024392407,nan,+,totalMerchCred90d,0.02386217,0,+,APPROVED,1,1,7800,4,714,RI,4,291.85,1167.4, ,3,0,0,0,0,9,2748.51,1581.11,1,1,1,1607.55,9,19000,1,1,0,10,1,0,824
0,1,0,0.1,1,totalPaymentAmt90d,-6.06474617,60,---,overpaymentAmt90d,-5.621482854,14.2,--,totalSpend90d,-5.310812407,45.8,--,avgTxnSize90d,-4.95450775,22.9,--,creditScore,-2.044702515,698,--,totalMerchCred90d,-1.314579976,0,-,tenureMonths,-1.240568418,18,-,nbrCustReqRefunds90d,-1.225552717,1,-,maxRevolveLine,-0.520318802,13000,-,income,0,4500,<+,APPROVED,1,2,4500,18,698,NY,2,22.9,45.8,change request customer call change request,1,0,0,0,0,4,60,14.2,1,1,1,57.28,0,13000,1,2,0,7,4,0,825
0.000314929,0.999685071,0,0.1,1,totalPaymentAmt90d,2.992751939,2545.62,+++,totalSpend90d,-1.659561135,2545.62,--,totalMerchCred90d,-1.490422202,487.56,--,overpaymentAmt90d,-1.16769948,0,--,avgTxnSize90d,-0.771739549,121.22,--,tenureMonths,-0.628791041,11,--,nbrCustReqRefunds90d,-0.619882589,1,--,csrNotes,-0.165516121,customer call transfer password change,-,,,,,,,,,APPROVED,1,1,42700,11,647,MA,21,121.22,2545.62,customer call transfer password change,11,4,0,487.56,3,7,2545.62,0,0,1,1,46.24,7,12000,0,2,0,4,1,0,826
0.187382191,0.812617809,1,0.1,1,overpaymentAmt90d,1.525664474,2432.51,+++,tenureMonths,-0.256221359,8,--,income,-0.159742184,22600,--,totalPaymentAmt90d,0.13566692,2678.67,++,creditScore,-0.117836764,723,-,state,-0.080547832,NY,-,totalSpend90d,-0.073843016,246.16,-,nbrCustReqRefunds90d,-0.050775723,1,-,totalMerchCred90d,0.038327082,0,+,csrNotes,0.032499215,statement transfer password change atm limit,+,APPROVED,1,2,22600,8,723,NY,4,61.54,246.16,statement transfer password change atm limit,3,0,0,0,0,3,2678.67,2432.51,1,1,1,2458.5,3,21000,0,6,0,12,2,0,827
0.044843266,0.955156734,0,0.1,1,csrNotes,0.400774251,change request billing address customer call overseas atm,+++,totalPaymentAmt90d,0.359819625,11540.2,+++,overpaymentAmt90d,-0.229664346,0,--,totalSpend90d,-0.191053394,11540.2,--,totalMerchCred90d,-0.168241796,967.65,--,nbrCustReqRefunds90d,-0.114174946,1,--,creditScore,-0.064817064,729,-,income,0.064408383,129600,+,maxRevolveLine,0.040134978,17000,+,tenureMonths,-0.020475615,22,-,APPROVED,1,0,129600,22,729,MA,70,164.86,11540.2,change request billing address customer call overseas atm,40,6,1,967.65,1,6,11540.2,0,0,1,1,58.09,6,17000,1,2,1,8,1,0,828
0.0001,0.9999,0,0.1,1,avgTxnSize90d,3.983758469,378.15,+++,totalPaymentAmt90d,-1.611993538,1890.75,--,overpaymentAmt90d,-1.532481315,0,--,totalSpend90d,-1.039981507,1890.75,--,totalMerchCred90d,-0.856155836,378.51,--,nbrCustReqRefunds90d,-0.819510643,1,--,tenureMonths,-0.06932472,37,-,maxRevolveLine,0,12000,<-,creditScore,0,674,<-,csrNotes,0,nan,<-,APPROVED,1,3,16100,37,674,ME,5,378.15,1890.75, ,4,1,0,378.51,0,6,1890.75,0,0,1,1,26.71,6,12000,1,3,1,5,1,0,829
0.006146017,0.993853983,0,0.1,1,overpaymentAmt90d,5.722858503,60,+++,avgTxnSize90d,4.215921087,179.73,+++,totalMerchCred90d,-0.566134613,0,-,totalPaymentAmt90d,-0.564310424,60,-,totalSpend90d,-0.415591114,0,-,nbrCustReqRefunds90d,-0.404420279,1,-,csrNotes,-0.038885277,customer call card replace late payment,-,creditScore,-0.028445903,695,-,income,-0.019187255,6700,-,tenureMonths,-0.00644488,8,<-,APPROVED,1,2,6700,8,695,NY,0,179.73,0,customer call card replace late payment,0,0,0,0,0,6,60,60,1,1,1,60,0,17000,0,3,1,13,1,0,830
0,1,0,0.1,1,overpaymentAmt90d,-3.123068884,0,---,totalPaymentAmt90d,-2.896049405,1989.46,---,totalSpend90d,-2.244915607,1989.46,--,totalMerchCred90d,-1.272638541,181.55,--,nbrCustReqRefunds90d,-1.235922621,1,--,avgTxnSize90d,-0.599186363,180.86,--,maxRevolveLine,0,10000,<+,creditScore,0,726,<+,tenureMonths,0,12,<+,income,0,28500,<+,APPROVED,1,5,28500,12,726,NJ,11,180.86,1989.46, ,8,1,0,181.55,0,3,1989.46,0,0,1,1,27.66,1,10000,0,3,1,8,0,0,831
0,1,0,0.1,1,totalPaymentAmt90d,-2.987948071,60,---,totalSpend90d,-2.915532831,1058.2,---,overpaymentAmt90d,-2.670939672,0,---,totalMerchCred90d,-1.322763784,247.32,--,nbrCustReqRefunds90d,-1.218953786,1,--,income,-0.070921146,37200,-,maxRevolveLine,0,11000,<+,creditScore,0,712,<+,avgTxnSize90d,0,52.91,<+,tenureMonths,0,4,<+,APPROVED,1,3,37200,4,712,MA,20,52.91,1058.2,late payment billing address transfer,12,5,2,247.32,1,3,60,0,0,1,1,39.87,2,11000,1,3,0,7,0,0,832
0,1,0,0.1,1,totalSpend90d,-8.615041036,3817.05,---,totalMerchCred90d,-4.103304875,255.72,--,overpaymentAmt90d,-2.716681434,0,--,avgTxnSize90d,-2.443787534,254.47,--,income,-1.607186104,94400,--,totalPaymentAmt90d,-1.541314274,3817.05,--,nbrCustReqRefunds90d,-1.241268246,1,--,tenureMonths,-0.972144735,42,-,maxRevolveLine,0,10000,<+,creditScore,0,700,<+,APPROVED,1,3,94400,42,700,NJ,15,254.47,3817.05, ,3,1,0,255.72,0,3,3817.05,0,0,1,1,42.58,2,10000,1,6,0,5,0,0,833
0,1,0,0.1,1,totalPaymentAmt90d,-3.096371067,143.66,---,totalSpend90d,-2.618149311,143.66,---,overpaymentAmt90d,-2.254431208,0,--,totalMerchCred90d,-1.77134453,0,--,nbrCustReqRefunds90d,-1.237684711,1,--,avgTxnSize90d,-0.4961987,71.83,-,maxRevolveLine,0,16000,<+,creditScore,0,724,<+,tenureMonths,0,4,<+,income,0,16400,<+,APPROVED,1,1,16400,4,724,MA,2,71.83,143.66, ,1,0,0,0,0,2,143.66,0,0,1,1,48,0,16000,0,1,0,4,1,0,834
0.872177387,0.127822613,1,0.1,1,totalMerchCred90d,4.340472228,2213.19,+++,totalSpend90d,0.8699071,19288.15,++,avgTxnSize90d,0.295283632,551.09,+,creditScore,0.273087371,721,+,overpaymentAmt90d,0.160842554,0,+,totalPaymentAmt90d,0.103813849,964.41,+,nbrCustReqRefunds90d,0.080750554,1,+,state,0.051247787,MA,+,income,-0.029816563,91600,-,maxRevolveLine,-0.018143879,9000,-,APPROVED,1,1,91600,26,721,MA,35,551.09,19288.15, ,15,4,1,2213.19,2,3,964.41,0,0,1,1,49.01,3,9000,1,5,1,5,2,0,835
